1031,254,787,1274,432,803,632,310,2317,479,135,2449,3822,433,756,860,1708,36,1211,-254,1180
203222,248152,216247,220063,187078,1489248,209419,229496,377019,295878,302052,635440,567263,187566,243204,255032,299876,137238,421018,230741,495528
205259,249374,217475,220533,186969,1518405,212029,233959,383041,300393,302910,637861,567927,189086,244597,257093,301976,138246,422071,232642,495893
207296,250596,218703,221003,186860,1547562,214639,238422,389063,304908,303768,640282,568591,190606,245990,258664,304076,139254,423124,234543,496258
209333,251818,219931,221473,186751,1576719,217249,242885,395085,309423,304626,642703,569255,192123,247383,260235,306176,140262,424177,236444,496612
211370,253040,221159,221943,186642,1605876,219859,247348,401107,313938,305484,645124,569919,196083,248776,261806,308276,141270,425230,238345,503510
213407,254262,222387,222413,186533,1635033,222469,251811,407129,318453,306342,647545,570581,200043,250169,263377,310376,142278,426283,240246,510408
215444,255484,223615,222882,186425,1664190,225079,256274,413151,322968,307196,649966,572892,204003,251562,264948,312476,143286,427336,242147,517306
217481,256706,224843,230326,188368,1693347,227689,260737,419173,327483,310878,652387,575203,207964,252955,266519,314576,144294,428389,244048,524205
219518,257928,226071,237770,190311,1722504,230299,265200,425195,331998,314560,654808,577514,208177,254348,268090,316676,145302,429442,245949,525751
221555,259150,227299,245214,192254,1751661,232909,269663,431217,336513,318242,657229,579825,208390,255741,269661,318776,146310,430495,247850,527297
223592,260372,228527,252658,194197,1780812,235519,274126,437239,341028,321924,659650,582136,208603,257134,271232,320876,147318,431548,249751,528843
225629,261594,229755,260102,196140,1789040,238129,278589,443261,345529,325606,662071,584447,208816,258527,272803,322976,148326,432601,251652,530389
227666,262816,230983,267546,198083,1797268,240739,283052,449283,347955,329288,664492,586758,209029,259920,274374,325076,149334,433654,253553,531935
229703,264038,232211,274990,200026,1805496,243349,287515,455305,350381,332970,666913,589069,209242,261313,275945,327176,150342,434707,255454,533481
231740,265260,233443,282434,201969,1813724,245959,291984,461327,352807,336652,669334,591380,209453,262690,277516,329276,151350,435760,257355,535027
233777,266482,234413,289878,203912,1821952,248569,292908,467349,355233,340334,671755,593691,210725,265023,279087,331376,152358,436813,259256,536573
235814,267704,235383,297321,205855,1830180,251179,293832,473371,357659,344016,674176,596002,211997,267356,280658,333476,153366,437866,261157,538119
237851,268926,236353,302609,207797,1838408,253789,294756,479393,360084,347698,676597,598313,213269,269689,282229,335576,154374,438919,263058,539665
239888,270148,237323,307897,208628,1846636,256399,295680,485415,362445,351380,679018,600624,214541,272022,283800,337676,155382,439972,264959,541211
241925,272599,238293,313185,209459,1854864,259009,296604,491437,364806,355062,681439,602935,215813,274355,285371,339776,156390,441025,266860,542757
243962,276019,239263,318473,210290,1863092,261626,297528,497459,367167,358744,683860,605246,217085,276688,286942,341876,157398,442078,268761,544303
245999,279439,240233,323761,211121,1871320,262597,298452,503481,369528,362426,686281,607557,218357,279021,288513,343976,158406,443131,270662,545849
248036,282859,241203,329049,211952,1879548,263568,299376,509503,371889,364858,688702,609868,219629,281354,290084,346076,159414,444184,272563,547395
250073,286279,242173,334337,212783,1887776,264539,300300,515525,374250,367290,691123,612179,220901,283687,291655,348176,160422,445237,274464,548941
250078,289699,243143,339625,213614,1896004,265510,301224,521547,376611,369722,693544,614490,222173,286020,293226,350295,161430,446290,276365,550487
250649,293119,244113,344913,214445,1904232,266481,302148,527569,378972,372154,695965,616801,223445,288353,294797,346281,162438,447343,278266,552039
251220,296539,245083,350201,215276,1912460,267452,303072,533591,381333,374586,698386,619112,224717,290686,296368,342267,163446,448396,280167,554449
251791,299959,246053,355489,216107,1920688,268423,303996,539613,383694,377018,700816,621423,225989,293019,297939,338253,164454,449449,282068,556859
252362,303379,247023,355494,216938,1920694,269394,304920,545635,386057,379450,703086,623734,227261,295352,299510,334239,165462,450502,283969,559269
252933,306799,247993,357436,217769,1921568,270365,305844,551657,394638,381882,705356,626045,228533,297685,301081,330225,166470,451555,285870,561679
252931,310219,248963,359378,218600,1922442,271336,306768,557679,403219,384315,707626,628356,229805,300018,302652,326211,167478,452608,287771,564089
253402,313639,249933,361320,219431,1923316,272307,307692,563708,411800,389482,709896,630667,231077,302351,304223,322197,168486,453661,289672,566499
253873,317059,250903,361320,220262,1924190,273278,308616,566265,420381,394649,712166,632978,232349,304684,305794,318183,169497,454714,291573,568909
254344,320479,251873,362140,220257,1925064,274249,309540,568822,420382,399816,714436,635289,233621,307017,307355,314169,171103,455767,293487,571319
254815,323899,252843,362960,221439,1925938,275220,310464,571379,422385,404983,716709,637600,234893,309350,309746,310155,172709,456820,295486,573729
255286,327319,253813,363780,222621,1926812,276191,311388,573936,424388,410150,718866,639911,236165,311683,312137,306141,174315,457873,297485,576139
255757,330739,254783,364600,223803,1927686,277162,312312,576493,426391,415317,721023,642222,237437,314016,314528,302127,175921,458926,299484,578549
256228,334159,255753,365420,224985,1928560,278133,313236,579050,428394,420484,723180,644533,238709,316349,316919,298113,177527,459979,301483,580959
256699,337579,256723,366240,226167,1929434,279104,314160,581607,430397,425651,725337,646844,239981,318682,319310,294099,179133,461032,303482,583369
257170,340999,257693,367060,227349,1930308,280075,315084,584164,432400,430818,727494,649151,241253,321015,321701,290085,181333,462085,305481,585779
257641,344419,258663,367880,228531,1931182,281046,316008,586721,434403,435985,729651,648399,242525,323348,324092,286071,183533,463138,307480,588189
258112,347839,258655,368700,229713,1932056,282017,316920,589278,436402,441152,731808,647647,243786,325681,326483,282057,185733,464191,309479,590599
258583,351259,264239,369520,230895,1932930,282988,317281,591835,436402,446319,733965,646895,245550,328014,328874,278043,187933,465244,311478,593009
259054,354679,269823,370340,232077,1933804,283959,317642,594392,436402,451486,736122,646143,247314,330347,331265,274029,190133,466297,313477,595419
259525,354679,275407,371160,233259,1934678,284930,318003,596949,436402,456653,738279,645391,249078,332680,333656,270015,192333,467350,315476,597836
259996,356361,280991,371980,234441,1935552,285901,318363,599506,436402,461820,740436,644639,250842,335013,336047,266001,194533,468403,317475,598754
260467,358043,286575,371983,235623,1936426,285905,320555,602063,440765,466987,742593,643887,252606,337346,338438,261987,196733,469456,319474,599672
260938,359725,292159,374615,236805,1936421,287858,322747,604620,445128,472154,744750,643135,254370,339679,340829,257973,198933,470509,321473,600590
261409,361407,297743,377247,237987,1938168,289811,324939,604621,449491,477321,748100,642383,256134,342012,343220,253959,201133,471562,323472,601508
261404,363089,303327,379879,239169,1939915,291764,327131,605114,453854,482488,751450,641631,257898,344345,345611,249945,203333,472615,325471,602426
262078,364771,308911,382511,240351,1941662,293717,329323,605607,458217,487655,754800,640879,259662,346678,348002,245931,205533,473668,327470,603344
262752,366453,314495,385143,241533,1943409,295670,331515,606100,462580,492822,758150,640127,261426,346667,350393,241917,207733,474721,329469,604262
263426,368135,320079,387775,242715,1945156,297623,333707,606593,466943,497989,761500,639375,263190,396254,352784,237903,209933,475774,331468,605180
264100,369817,325663,390407,243897,1946903,299576,335899,607086,471306,503156,764850,638623,264954,445841,355175,233889,212133,476827,333467,606098
264774,371499,331247,393039,245079,1948650,301529,338091,607579,475669,508323,768200,637871,266718,495428,357566,229875,214333,477880,335466,607016
265448,373181,336831,395671,246261,1950397,303482,340283,608072,480032,513490,771550,637119,268482,545015,359957,225861,216533,478933,337465,607934
266122,374863,336830,398303,247443,1952144,305435,342475,608565,484395,518657,774900,636367,270246,594602,362348,221847,218733,479986,339464,608852
266796,376545,338365,400935,248625,1953891,307388,344667,609058,488758,523824,778250,635615,272010,644186,364739,217833,220933,481039,341463,609770
267470,378227,339900,403567,249807,1955638,309341,346859,609551,493121,528991,781600,634863,273774,647620,367130,213819,223133,482092,343462,610688
268144,379909,341435,406199,250989,1957385,311294,349051,610044,497484,534158,784950,634111,275538,651054,369521,209805,225333,483145,345461,611606
268818,381591,342970,408831,252171,1959132,313247,351243,610537,501847,539325,788300,633359,277302,654488,371912,205791,227533,484198,347460,612524
269492,383273,344505,411463,253353,1960879,315200,353435,611030,506210,544492,791650,632607,279066,657922,374303,201777,229733,485251,349459,613442
270166,384955,346040,414095,254535,1962626,317153,355627,611523,510573,549659,795000,631855,280830,661356,376694,197763,231933,486304,351458,614360
270840,386637,347575,416727,255717,1964373,319106,357819,612016,514936,554826,798350,631103,282594,664790,379085,193749,234133,487357,353457,615278
271514,388319,349110,419359,256899,1966120,321059,360011,612509,519299,559993,801700,630351,284358,668224,381476,189735,236333,488410,355456,616196
272188,390001,350645,421991,258081,1967867,323012,362203,613002,523662,565160,805050,629599,286122,671658,383867,185721,238533,489463,357455,617114
272862,391683,352180,424623,259263,1969614,324965,364395,613495,528025,570327,808400,628847,287886,675092,386258,181707,240733,490516,359454,618032
273536,393365,353715,427255,260445,1971361,326918,366587,613988,532388,575494,811750,628095,289650,678526,388649,177693,242933,491569,361453,618950
274210,395047,355250,429887,261627,1973108,328871,368779,614481,536751,580661,815100,627343,291414,681960,391040,173679,245133,492622,363452,619868
274884,396729,356785,432519,262809,1974855,330824,370971,614974,541114,585828,818450,626591,293178,685394,393431,169665,247333,493675,365451,620786
275558,398411,358320,435151,263991,1976602,332777,373163,615467,545477,590995,821800,625839,294942,688828,395822,165651,249533,494728,367450,621704
276232,400093,359855,437783,265173,1978349,334730,375355,615960,549840,596162,825150,625087,296706,692262,398213,161637,251733,495781,369449,622622
276906,401775,361390,440415,266355,1980096,336683,377547,616453,554203,601329,828500,624335,298470,695696,400604,157623,253933,496834,371448,623540
277580,403457,362925,443047,267537,1981843,338636,379739,616946,558566,606496,831850,623583,300234,699130,402995,153609,256133,497887,373447,624458
278254,405139,364460,445679,268719,1983590,340589,381931,617439,562929,611663,835200,622831,301998,702564,405386,149595,258333,498940,375446,625376
278928,406821,365995,448311,269901,1985337,342542,384123,617932,567292,616830,838550,622079,303762,705998,407777,145581,260533,499993,377445,626294
279602,408503,367530,450943,271083,1987084,344495,386315,618425,571655,621997,841900,621327,305526,709432,410168,141567,262733,501046,379444,627212
280276,410185,369065,453575,272265,1988831,346448,388507,618918,576018,627164,845250,620575,307290,712866,412559,137553,264933,502099,381443,628130
280950,410173,370600,456207,273447,1990578,348401,390699,619411,580381,632331,848600,619823,309054,716300,414950,133539,267133,503152,383442,629048
281624,411977,372135,458839,274629,1992325,350354,392891,619904,584744,637498,851950,619071,310818,719734,417341,129525,269333,504205,385441,629966
282298,413781,373670,458845,275811,1994072,352307,395083,620397,589107,642665,855300,618319,312582,723168,419732,125511,271533,505258,387440,630884
282972,415585,375205,463024,276993,1995819,354260,397275,620890,593470,647832,858650,617567,314346,726602,422123,121497,273733,506311,389439,631802
283646,417389,376740,467203,278175,1997566,356213,399467,621383,597833,652999,862000,616815,316110,730036,424514,117483,275933,507364,391438,632720
284320,419193,378275,471382,279357,1999313,358166,401659,621876,602196,658166,865350,616063,317874,733470,426905,113469,278133,508417,393437,633638
284994,420997,379810,475561,280539,2001060,360119,403851,622369,606559,663333,868700,615311,319638,736904,429296,109455,280333,509470,395436,634556
285668,422801,381345,479740,281721,2002807,362072,406043,622862,610922,668500,872050,614559,321402,740338,431687,105441,282533,510523,397435,635474
286342,424605,382880,483919,282903,2004554,364025,408235,623355,615285,673667,875400,613807,323166,743772,434078,101427,284733,511576,399434,636392
287016,426409,384415,488098,284085,2006301,365978,410427,623848,619648,678834,878750,613055,324930,747206,436469,97413,286933,512629,401433,637310
287690,428213,385950,492277,285267,2008048,367931,412619,624341,624011,684001,882100,612303,326694,750640,438860,93399,289133,513682,403432,638228
288364,430017,387485,496456,286449,2009795,369884,414811,624834,628374,689168,885450,611551,328458,754074,441251,89385,291333,514735,405431,639146
289038,431821,389020,500635,287631,2011542,371837,417003,625327,632737,694335,888800,610799,330222,757508,443642,85371,293533,515788,407430,640064
289712,433625,390555,504814,288813,2013289,373790,419195,625820,637100,699502,892150,610047,331986,760942,446033,81357,295733,516841,409429,640982
290386,433623,392090,508993,289995,2015036,375743,421387,626313,641463,704669,895500,609295,333750,527436,448424,77343,297933,517894,411428,641900
291060,435030,393625,513172,291177,2016783,377696,423579,626806,645826,709836,898850,608543,335514,528642,450815,73329,300133,518947,413427,642818
291734,436437,395160,517351,292359,2018530,379649,425771,627299,650189,715003,902200,607791,337278,529848,453206,69315,302333,520000,415426,643736
292408,437844,396695,521530,293541,2020277,381602,427963,627792,654552,720170,905550,607039,339042,529847,455597,65301,304533,521053,417425,644654
293082,439251,398230,525709,294723,2022024,383555,430155,628285,658915,725337,908900,606287,340806,528470,457988,61287,306733,522106,419424,645572
293756,440658,399765,529888,295905,2023771,385508,432347,628778,663278,730504,912250,605535,342570,527093,460379,57273,308933,523159,421423,646490
294430,442065,401300,534067,297087,2025518,387461,434539,629271,667641,735671,915600,604783,344334,525716,462770,57288,311133,524212,423422,647408
295104,443472,402835,538246,298269,2027265,389414,436731,629764,672004,740838,918950,604031,346098,524339,465161,73039,313333,525265,425421,648326
295778,444879,404370,542425,299451,2029012,391367,438923,630257,676367,746005,922300,603279,347862,522962,467552,88790,315533,526318,427420,649244
296452,446286,405905,546604,300633,2030759,393320,441115,630750,680730,751172,925650,602527,349626,521585,469943,104541,317733,527371,429419,650162
297126,447693,407440,550783,301815,2032506,395273,443307,631243,685093,756339,929000,601775,351390,520208,472334,120292,319933,528424,431418,651080
297800,449100,408975,554962,302997,2034253,397226,445499,631736,689456,761506,932350,601023,353154,518831,474725,136043,322133,529477,433417,651998
298474,450507,410510,559141,304179,2036000,399179,447691,632229,693819,766673,935700,600271,354918,517454,474718,151794,324333,530530,435416,652916
299148,451914,412045,563320,305361,2037747,401132,449883,632722,698182,771840,939050,599519,356682,516077,475331,167545,326533,531583,437415,653834
299822,453321,413580,567499,306543,2039494,403085,452075,633215,702545,777007,942400,598767,358446,514700,475944,183296,328733,532636,439414,654752
300496,454728,415115,571678,307725,2041241,405038,454267,633708,706908,782174,945750,598015,360210,513323,476557,199047,328700,533689,441413,655670
301170,456135,416650,575857,308907,2042988,406991,456459,634201,711271,787341,949100,597263,361974,511946,477170,214798,329144,534742,443412,656588
301844,457542,418185,580036,310089,2042970,406968,458651,634694,715634,792508,952450,596511,363738,510569,477783,230549,329588,535795,445411,657506
301814,458949,419720,584215,311271,2044117,409058,460843,635187,719997,797675,955800,595759,365502,509192,478396,246300,330032,536848,447410,658424
302599,460356,421255,588394,312453,2045264,411148,463035,635680,724360,802842,959150,595007,367266,507815,479009,262051,330476,537901,449409,659342
303384,461763,422790,588400,313635,2046411,413238,465227,636173,728723,808009,962500,595028,369030,506438,479622,277802,330920,538954,451408,660260
304169,463170,424325,590390,314817,2047558,415328,467419,636666,733086,813176,962531,600158,370794,505061,480235,293553,331364,540007,453407,661178
304954,464577,425860,592380,315999,2048705,417418,469611,637159,733070,818343,962925,605288,372558,503684,480848,309304,331808,541060,455406,662096
305739,465984,427395,594370,317181,2049852,419508,471803,637652,733536,823510,963319,610418,374322,502307,481461,325055,332252,542113,457405,663014
306524,467391,428930,596360,318363,2050999,421598,473995,638145,734002,828677,963713,615548,376086,500930,482074,340806,332696,543166,459404,663932
307309,467394,430465,598350,319545,2052146,423688,476187,638638,734468,833844,964107,620678,377850,499553,482687,356557,333140,544219,461403,664850
308094,488697,432000,600340,320727,2053293,425778,478379,639131,734934,839011,964501,625808,379614,498176,483300,372308,333584,545272,463402,665768
308879,510000,433535,602330,321909,2054440,427868,480571,639624,735400,844178,964895,625805,381378,496799,483913,388059,334028,546325,465401,666686
309664,531303,435070,604320,323091,2055587,429958,482763,640117,735866,849345,965289,635594,383142,495422,484526,403810,334472,547378,467400,667604
310449,552606,436605,606310,324273,2056734,432048,484955,640610,736332,854512,965683,645383,384906,494045,485139,419561,334916,548431,469399,667618
311234,573909,438140,608300,325455,2057881,434138,487147,641103,736798,859679,966077,655172,386670,492668,485752,435312,335360,549484,471398,672969
312019,595212,439675,610290,325488,2059028,436228,489339,641132,737264,864846,966471,664961,388434,491291,486365,451063,335804,550537,473397,678320
312804,616515,441210,612280,325700,2060175,438318,491531,641188,737730,870013,966865,674750,390198,489914,486978,466814,336248,551590,473368,683671
313589,637818,442745,614270,325912,2061322,440408,493723,641244,738196,875180,967259,684539,391962,488537,487591,482565,336692,552643,474328,689022
314374,659121,444280,616260,326124,2062469,442498,495915,641300,738662,880347,967653,694328,393726,487160,488204,498316,336697,553696,475288,694373
315159,680424,445815,618250,326336,2063616,444588,498107,641356,739128,885514,968047,704117,395490,485783,488817,514067,337341,554749,476248,699724
315944,701727,447350,620240,326548,2064763,446678,500299,641412,739594,890681,968441,713906,397254,484406,489430,529818,337985,555802,477208,705075
316729,701726,448885,622230,326760,2065910,448768,502491,641468,740060,895848,968835,723695,399018,483029,489441,545569,338629,556855,478168,710426
317514,703168,450420,624220,326972,2067057,450858,504683,641524,740526,901015,969229,733484,400782,483021,488234,561320,339273,557908,479128,715777
318299,704610,451955,626210,327184,2068204,452948,506875,641580,740992,906182,969623,743273,402546,483418,487027,577071,339917,558961,480088,721128
319084,706052,453490,628200,327396,2069351,455038,509067,641636,741458,911349,970017,753062,404310,483815,485820,592822,340561,560014,481048,726479
319869,707494,455025,630190,327608,2070498,457128,509045,641692,741924,916516,970411,762851,406074,484212,484613,608573,341205,561067,482008,731830
320654,708936,456560,632180,327820,2071645,459218,514439,641748,742390,921683,970805,772640,407838,484609,483406,624324,341849,562120,482968,737181
321439,710378,458095,634170,328032,2072792,459227,516380,641804,742397,926850,970800,782429,409602,485006,482199,640075,342493,563173,483928,742532
322224,711820,459630,634181,328244,2073939,462654,518321,641860,743740,932017,970762,782432,411366,485403,482200,655826,343137,564226,484888,747883
323009,713262,461165,635811,328456,2075086,466081,520262,641854,745083,937184,970724,785942,413130,485800,483629,671577,343781,565279,485848,753234
323022,714704,461174,637441,328668,2076233,469508,522203,644388,746426,942351,970686,789452,414894,486197,485058,687328,344425,566332,486808,753233
324428,716146,462094,639071,328880,2077380,472935,524144,646922,747769,947518,970648,792962,416658,486594,486487,703079,344425,567385,487768,754873
325834,717588,463014,640701,329092,2078527,476362,526085,649456,749112,952685,970610,796472,418422,486991,487916,718830,347110,568438,488728,756513
327240,719030,463934,642331,329304,2079674,479789,528026,651990,750455,957852,970572,799982,420186,487388,489345,734581,349795,569491,489688,758153
328646,719035,464854,643961,329302,2080821,483216,529967,654524,751798,963019,970534,803492,421950,487785,490774,750332,352480,570544,490648,759793
330052,720366,465774,645591,331408,2081968,486643,531908,657058,753141,962979,970496,807002,423714,488182,492203,766083,355165,571597,491608,761433
331458,721697,466694,647221,333514,2083115,490070,533849,659592,754484,967703,970458,810512,425478,488579,493632,781834,357850,572650,492568,763073
332864,723028,467614,648851,335620,2084262,493497,535790,662126,755827,972427,970458,814022,427242,488976,493628,797585,360535,573703,493528,764713
334270,724359,468534,650481,337726,2085409,496924,537731,664660,757170,977151,970458,817532,429006,489373,493037,813336,363220,574756,494488,766353
335676,725690,469454,652111,339832,2086556,500351,539672,667194,758513,981875,970458,821042,430770,489770,492446,813329,365905,575809,495448,766353
337082,727021,470374,653741,341938,2087703,503778,541613,669728,759856,986599,971149,824552,432534,490167,491855,817258,368590,576862,496408,765977
338488,728352,471294,655371,344044,2088850,507205,543554,669723,761199,991323,971840,828062,434298,490564,491264,821187,371275,577915,497368,765601
339894,729683,472214,657001,346150,2088840,510632,545495,670259,762542,996047,972531,831572,436062,490961,490673,821186,373960,578968,498328,765225
341300,731014,473134,658631,348256,2092772,514059,547436,670795,763885,1000771,973222,835082,437826,491358,490082,822517,376645,580021,499288,764849
342706,732345,474054,660261,350362,2096704,517486,549377,671331,765228,1005495,973913,838592,439590,491755,489491,823848,379330,581074,500248,764473
344112,733676,474974,661891,352468,2100636,520913,551318,671867,766571,1010219,974604,842102,441354,492152,488900,825179,382015,582127,501208,764097
345518,735007,475894,661899,354574,2104568,524340,553259,672403,767914,1014943,975295,845612,443118,492549,488309,826510,384700,583180,502168,763721
346924,736338,476814,663626,356680,2108500,527767,555200,672939,769257,1019667,975986,849122,443122,492946,488313,827841,387385,584233,503128,763345
348330,736343,477734,665353,356682,2112432,531194,557141,673475,770600,1024391,976677,852632,446821,493343,490307,829172,390070,585286,504088,762969
349736,740157,478654,667080,359219,2116364,534621,559082,674011,771943,1029115,977368,852636,450520,493740,492301,830503,392755,586339,505048,762593
351142,743971,479574,668807,361756,2120296,538048,561023,674547,773286,1033839,978059,854629,454219,494137,494295,831834,395440,587392,506008,762217
352548,747785,480494,670534,364293,2124228,538055,562964,675083,774629,1038563,978750,856622,457918,494534,496289,833165,398125,588445,506968,761841
353954,751599,481414,672261,366830,2128160,545993,564905,675619,775972,1043287,978753,858615,461617,494931,498283,834496,400810,588369,507928,761465
355360,755413,482334,673988,369367,2132092,553931,566846,676155,777315,1048011,980896,860608,465316,495328,498285,835827,403495,588369,508888,761089
356766,759227,483254,675715,371904,2136024,561869,568787,676691,778658,1052735,983039,862601,469015,495725,499327,837158,406180,590165,509848,760713
358172,763041,483257,677442,374441,2139956,569807,570728,677227,780001,1052731,985182,864594,472714,496122,500369,838489,408865,591961,510808,760720
359578,766855,489575,679169,376978,2143888,577745,572669,677763,781344,1055094,987325,866587,476413,496519,501411,839820,411550,593757,511768,763038
360984,770669,495893,680896,379515,2147820,585683,574610,678299,782687,1057457,989468,868580,480112,496916,502453,841151,411553,595553,511779,765356
362390,774483,502211,682623,382052,2151752,593621,576551,678835,784030,1059820,991611,870573,483811,496932,503495,842482,414406,597349,515457,767674
363796,778297,508529,684350,384589,2155684,601559,578492,679371,784025,1062183,993754,872566,487510,498522,504537,842479,417259,599145,519135,769992
365202,782111,514847,684352,387126,2159616,609497,580433,679907,786431,1064546,995897,872566,491209,500112,505579,843307,420112,600941,522813,772310
366608,785925,521165,686195,389663,2163548,617435,582374,680443,788837,1066909,998040,872346,494908,501702,506621,844135,422965,602737,522813,774628
366605,789739,527483,688038,392200,2167480,625373,584315,680979,791243,1069272,1000183,872126,498607,503292,507663,844963,425818,604533,526774,776946
365573,793553,533801,689881,394737,2171412,633311,586256,681515,793649,1071635,1002326,871906,502306,504882,508705,845791,428671,606329,530735,779264
364541,797367,540119,691724,397274,2175344,641249,588197,682051,796055,1073998,1004469,871686,506005,506472,509747,846619,431524,608125,534696,781582
363509,801181,546437,693567,399811,2179276,649187,590138,682587,798461,1076361,1006612,871466,509704,508062,510789,847447,434377,609921,538657,783900
362477,804995,552755,695410,402348,2183208,657125,592079,683123,800867,1078724,1008755,871246,513403,509652,511831,848275,437230,611717,542618,786218
361445,808809,559073,697253,404885,2187140,657121,594020,683659,803273,1081087,1010898,871026,517102,511242,512873,849103,440083,613513,546579,788536
360413,812623,565391,699096,407422,2191072,660012,595961,684195,803290,1083450,1013041,870806,520801,512832,513915,849931,442936,615309,550540,790854
359381,816437,571709,700939,409959,2195004,662903,597902,684731,805760,1085813,1015184,870586,524500,512835,514957,850759,445789,617105,554501,793172
